Comune;Provincia;Localit ;Tipologia;Tipologia secondaria;Categoria;Stelle;Denominazione;Indirizzo;Numero civico;Interno;CAP;Telefono;FAX;Posta elettronica;Sito internet;Zona;Accesso ai disabili;Piscina;Piscina coperta;Ristorante;Parcheggio;Sala conferenze;Aria condizionata;Giochi bimbi;Sauna;Solarium;Fitness;Animali ammessi;Centro storico;Zona fiera;Lago;Aeroporto;Autostrada;Impianti risalita;Stazione FS;Mare;Termale;Periferia;Collinare;Inglese;Francese;Tedesco;Spagnolo;Chiusura temporanea;Altri servizi;Codice identificativo;Data ultima modifica;Nuova classificazione LR11
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL C  MASAWALSA;Via Campagnola;23;;37011;045 7211933;045 7210014;info@hotelcamasawalsa.com;www.hotelcamasawalsa.com;garda;No;Si;No;No;Si;No;Si;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2757;42751;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL C  MURA;Via Santa Cristina;11;;37011;0457210415 - 0456228035;0457210988;reception@hotelcamura.it;www.hotelcamura.it;garda;No;Si;No;Si;Si;No;Si;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;MINI PALESTRA ALL\'APERTO, VASCA IDROMASS;2734;42748;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL C  MURA DIPENDENZA;Via Santa Cristina;11;;37011;0457210415 - 0456228035;0457210988;reception@hotelcamura.it;www.hotelcamura.it;garda;No;Si;No;Si;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;MINI PALESTRA ALL\'APERTO VASCA IDROMASSA;2772;42748;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL CAPRI;Via Mirabello;21;;37011;0457210106;0456212088;info@hotel-capri.com;www.hotel-capri.com;garda;No;Si;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2733;42822;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL CATULLO;Lungolago Lenotti;8;;37011;0457210911- 0457210008;0456212576;info@hotelcatullobardolino.it;www.hotelcatullobardolino.it;garda;No;Si;No;Si;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2727;42839;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL FIORITA;Via Solferino;49;;37011;0457210197;0457210197;info@hotelfiorita.it;www.hotelfiorita.it;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;INTERNET POINT - WI-FI;2751;42818;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL GARDENIA;Via Campagnola;10/A;;37011;0456210882;0456210996;info@hotelgardenia.it;www.hotelgardenia.it;garda;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;CAMERE NON FUMATORI;2762;42899;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL IDANIA;Via G. Marconi;18;;37011;0456210122;0456210165;info@hotelidania.com;www.hotelidania.com;garda;No;Si;No;Si;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;VENTILATORE A SOFFITTO NELLE CAMERE - wi-fi;2719;42830;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MAXIMILIAN;Via Copernico;2;;37011;0457210403;0456210245;info@hotelmaximilian.it;www.hotelmaximilian.it;garda;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2744;43018;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL QUATTRO STAGIONI;Borgo Garibaldi;23/25;;37011;0457210036;0457211017;info@hotel4stagioni.com;www.hotel4stagioni.it;garda;No;Si;No;No;Si;No;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;wellness spa;2720;42752;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL SAN MARCO;Via della Pieve,;1;;37011;045 7210538;045 7210982;hotel@sanmarcobardolino.it;www.sanmarcobardolino.it;garda;No;Si;No;No;Si;No;No;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;;2709;42832;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL SPERANZA;Borgo Garibaldi;51;;37011;0457210355;0457210858;info@hotelsperanza.com;www.hotelsperanza.com;garda;No;Si;No;Si;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2755;42747;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL VERONELLO;LOC. CALMASINO - VIA VERONELLO,;2;;37011;045 7235021;045 7235756;info@hotelveronello.it;www.hotelveronello.it;garda;No;Si;No;Si;Si;No;Si;No;Si;No;Si;No;No;No;Si;No;No;No;No;No;No;Si;Si;Si;Si;Si;No;No;TV SAT;2712;42278;
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;VILLA LUNA DIPENDENZA ALBERGO AL SOLE;via San Colombano;11;;37011;;;;;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;84241;42510;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;VILLA OLIVO;Via Campagnola;13/15;;37011;0457210284;0456210229;villaolivo@villaolivo.it;www.villaolivo.it;garda;No;Si;No;No;Si;No;Si;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;AREA WI-FI;2770;42751;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 ***;VILLA OLIVO DIPENDENZA;Via Campagnola;13/15;;37011;0457210284;0456210229;villaolivo@villaolivo.it;www.villaolivo.it;garda;No;Si;No;No;Si;No;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2771;42748;3 ***
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;CAMPAGNOLA DIPENDENZA;;;;37011;;;;;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;159582;42671;3 *** SUPERIOR
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;HOTEL CAMPAGNOLA;Via S. Cristina;30;;37011;0457210015;0456228091;info@hcampagnola.com;www.hcampagnola.com;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2739;42948;3 *** SUPERIOR
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;HOTEL VELA D\'ORO;Via Peschiera,;2;;37011;0457210067;0457211091;veladoro@hotelveladoro.it;www.hotelveladoro.it;garda;No;Si;No;Si;Si;No;Si;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;;2753;42746;3 *** SUPERIOR
BARDOLINO;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;HOTEL VILLA LETIZIA;Lungolago Cipriani;6;;37011;0457210012;0457210650;info@hotelvillaletizia.com;www.hotelvillaletizia.com;garda;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;PONTILE PRIVATO - BOE;2731;42751;3 *** SUPERIOR
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;BELLEVUE (II DIPENDENZA DU LAC);Via Mirabello;;;37011;0456210355;0456209491;hotels@europlan.it;www.europlan.it;garda;No;Si;Si;Si;Si;No;Si;No;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2764;42760;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;COLOR HOTEL;Via Dell\'Alpino;2;;37011;0456210857;0456212697;info@colorhotel.it;www.colorhotel.it;garda;No;Si;No;Si;Si;No;Si;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;WIFI GRATIS;2736;42748;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;DU LAC  ( I DIPENDENZA);Localit   Santa Cristina;;;37011;0456210355;0456210420;hotels@europlan.it;www.europlan.it;garda;No;Si;Si;Si;Si;No;Si;No;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2717;42760;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL DU LAC;Localit   Santa Cristina,;s.n.;;37011;0456210355;0456210420;hotels@europlan.it;www.europlan.it;garda;No;Si;Si;Si;Si;No;Si;No;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2718;42800;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL KRISS INTERNAZIONALE;Lungolago Cipriani;3;;37011;0456212433;0454852099;kriss@kriss.it;www.kriss.it;garda;No;No;No;Si;Si;No;Si;No;No;No;Si;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;WI-FI   E   INTERNET POINT;2726;42822;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL NETTUNO;Via Dante Alighieri;25;;37011;0456210123;0456210420;hotels@europlan.it;www.europlan.it;garda;No;Si;No;Si;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2721;42800;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL SPORTSMAN;Localit   Serenella;;;37011;0456210555;0456210420;hotels@europlan.it;www.europlan.it;garda;No;Si;No;Si;Si;No;Si;No;Si;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2722;42800;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 ****;PARC HOTEL GRITTI;Via G. D\'Annunzio,;14;;37011;0456210333;0456210313;garda@parchotels.it;www.parchotels.it;garda;No;Si;Si;Si;Si;No;Si;No;Si;No;Si;Si;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;SOLARIUM, IDROMASSAGGIO;2710;42808;4 ****
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 **** SUPERIOR;AQUALUX HOTEL SPA SUITE & TERME;Via Europa Unita;24/b;;37011;045 6229999;045 62299900;info@aqualuxhotel.com;www.aqualuxhotel.com;garda;No;Si;Si;Si;Si;No;Si;Si;Si;No;Si;Si;No;No;Si;No;No;No;No;No;Si;No;No;Si;Si;Si;Si;No;spa;55540;42698;4 **** SUPERIOR
BARDOLINO;VERONA;;ALBERGO;Albergo;;4 **** SUPERIOR;PALACE HOTEL SAN PIETRO;Via Madonnina;15;;37011;0457210588;0457210023;info@hotelsanpietro.eu;www.hotelsanpietro.eu;garda;No;Si;No;Si;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;2738;42808;4 **** SUPERIOR
BARDOLINO;VERONA;;ALBERGO;Residenze turistico alberghiere;;2 **;AL CARDELLINO;VIA PRALESI,;16;;37011;045 6229048;045 6228758;info@alcardellino.it;www.alcardellino.it;garda;No;No;No;Si;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;Si;No;No;;48366;42747;2 **
BARDOLINO;VERONA;;ALBERGO;Residenze turistico alberghiere;;2 **;RESIDENZA TUR.ALBERGHIERA ALIGHIERI;Via Dante Alighieri;48;;37011;045 6212327;045 6212327;info@hotelalighieri.com;www.hotelalighieri.com;garda;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2748;42751;2 **
BARDOLINO;VERONA;;ALBERGO;Residenze turistico alberghiere;;2 **;ST. ANTONY;Via Gardesana dell\'Acqua;31;;37011;0456212565;0456212565;info@hotelantony.it;www.hotelantony.it;garda;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2763;42802;2 **
BARDOLINO;VERONA;;ALBERGO;Villaggio - albergo;;4 ****;PARC HOTEL GERMANO;Via Gardesana dell\'Acqua;10;;37011;0456214011;0456214899;germano@parchotels.it;www.parchotels.it;garda;Si;Si;Si;Si;Si;No;Si;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;;47205;43011;4 ****
BARDOLINO;VERONA;;APPARTAMENTO;;;;CORTE SAN GIOVANNI APARTMENTS;Piazza Porta San Giovanni;7;;37011;;;contact@cortesanluca.com;;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;167472;42919;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;2;;APPARTAMENTI ALIGHIERI;VIA DANTE ALIGHIERI,;44;;37011;045/7211988;045/6228283;info@hotelalighieri.com;www.hotelalighieri.com;garda;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;55460;42823;2 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;2;;APPARTAMENTI CLAUDIO;Piazzale Gramsci;2;;37011;045/6211404;0456228283;info@claudioappartamenti.com;www.claudioappartamenti.com;garda;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;;28383;42823;2 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;2;;APPARTAMENTI LA GROTTA;Via Porta San Giovanni;7;;37011;0457210130;0456212703;alememo@libero.it;www.tavernadamemo.com;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;WI-FI, TV SAT;7137;41837;
BARDOLINO;VERONA;;APPARTAMENTO;;2;;APPARTAMENTI TRE COLLINE;Localit  Pal ;26;;37011;045 7235219;045 6264645;info@trecollinebardolino.it;www.trecollinebardolino.it;garda;No;Si;No;No;Si;No;Si;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;Si;Si;Si;No;Si;No;No;;93840;43011;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;2;;MARIPOSA BLU HOLIDAYS;VIA PALESTRO,;27;;37011;3357260086;038383807;reception@cortesanluca.com;;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;;52461;42761;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;2;;RESIDENTIAL PARK;Vicolo Fornase,;1;;37011;0456212433;0454852099;info@kriss.it;www.hotelbardolino.it;garda;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;BICICLETTE - SPIAGGIA - garage -FITNESS;7130;42587;
BARDOLINO;VERONA;;APPARTAMENTO;;2;;RESIDENZA CA\' BOTTRIGO;Via Bottrigo;;;37011;0457255666;0457256611;info@montebaldo.com;www.gardaresidences.com;garda;No;Si;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;No;;7121;42986;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;2;;RESIDENZA LA COLOMBARA;VIA MONSUREI;4;;37011;0456210051;0456210051;vittoriobag@hotmail.com;;garda;No;No;No;No;Si;No;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;69400;42765;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;APPARTAMENTI MONTEFELICE 1;Via Montavoletta;11;;37011;;;montefelice@gmail.com;www.montefelice.it;garda;No;Si;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;No;;7122;42864;2 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;APPARTAMENTI STAGIONALI DI CALICANTE SAVERIO;Via Campagnola;21A;1.2.3.4.5;37011;0457210336;0457210336;;;garda;No;Si;No;No;Si;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;PARCHEGGIO INTERNO;7093;41837;
BARDOLINO;VERONA;;APPARTAMENTO;;3;;APPARTAMENTO ANGIOLINA;Via Fosse;11;;37011;0457210727;;angelinacampagnari@hotmail.it;;garda;No;No;No;No;Si;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;7138;42774;
BARDOLINO;VERONA;;APPARTAMENTO;;3;;ARCA SUL GARDA;Strada Dell\'Arca;3;;37011;045 6209446;045 6210420;fewo@europlan.it;www.residence-arca-bardolino.it;garda;No;Si;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;No;;7103;42811;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;BEATRIX;VIA MARCONI;42948;;37011;045-6212120;045-6212456;info@beatrix.it;www.beatrix.it;garda;No;Si;No;No;Si;No;No;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;49149;42838;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;CA\' MURE;Strada Mure;2;;37011;045/6209444;045/6210420;;;garda;No;Si;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;No;;7109;42828;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;CARIBIA;VIA GRITTI;4;;37011;045-6210882;045-6210996;;;garda;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;46001;42821;2 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;RESIDENCE BELLAVISTA;Via Palai;;;37011;045/6209444;045/6210420;;;garda;No;Si;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;Si;No;No;;7107;42892;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;RESIDENZA CAMPANA;Via Campagnola;20;;37011;045 7210333 - 348 4415972;0457210333;info@residencecampana.it;www.residencecampana.it;garda;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;No;;47053;42828;3 Leoni
BARDOLINO;VERONA;;APPARTAMENTO;;3;;VIGNOL 2;Localit  Vignol S.N.;;;37011;045/6209444;045/6210420;;;garda;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;Si;No;No;;7106;42828;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;ALL\'OLIVETO;Via Ceola,;3/A;;37011;340 4648037;;bedalloliveto@gmail.com;www.bedalloliveto.it;garda;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;No;;75622;42748;3 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;B & B ALESSIO GIUSEPPE;Via Vasco De Gama;42776;;37011;045 7210698;045 7210698;alessioaffittacamere@alessiocamere.it;www.alessiocamere.it;garda;No;No;No;No;Si;No;Si;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;;47493;42513;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;B & B CASA CAVOUR;via Borgo Cavour;35/1;;37011;045/6212039;045/6212039;casacavour@virgilio.it;;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;Si;No;No;wifi;28277;42481;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;B & B CORTE FRISONAI;via Frisonai;5 a2;;37011;045/2061119    340/1273412;045/2427013;info@cortefrisonai.it;www.cortefrisonai.it;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;No;Si;No;No;solarium con doccia;44588;42649;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;B&B DA MARTA;VIA PESCHIERA;47;;37011;045/6211083  3496922465;;bebmarta.bardolino@gmail.com;;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;PISCINA, TV LCD;101183;42853;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;BED & BREAKFAST CANEVON;via Canevon;15;;37011;045 6212053;;info@canevon.it;www.canevon.it;garda;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;Si;No;No;televisione in camera - biciclette gratuite;45416;41176;
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;BED & BREAKFAST SAN SEVERO;Via Petrarca;25;;37011;0457210909;;elena.bonati@live.com;www.bed-breakfast-garda.com/sansevero/home.htm;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;804;42853;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;BELVEDERE11;Strada Belvedere;11;;37011;335369581;;;;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;185682;42877;3 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;BIANCONIGLIO;Via Preele,;2;;37011;349/8830507;;biniglio@gmail.com;www.bianco-niglio.it;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;Si;No;No;No;No;;55682;41179;
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;BUONDORMIRE;Via Alzeroni;2 - Loc. Malpens ;;37011;3403747777;;bbuondormire@gmail.com;;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;Si;No;Si;No;No;;51593;40688;
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;CASA RIZZI LE MAGU\';Via Flavio Gioia;12;;37011;045 7121507 - 340 1668384;;leprecina@hotmail.it;www.lemagu.it;garda;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;Si;No;No;;94880;42643;
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;CASA YANDRE;Strada Corrubio;3;;37011;3389266109;;info@casayandre.com;;garda;No;No;No;No;Si;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;internet wireless;47491;40107;
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;CASPITERINA;Strada di Sem;6;;37011;3662593898;;ottolinir@gmail.com;;garda;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;195783;42961;4 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;CORTE DELLE CICALE;Localit  Valleselle;2;;37011;045/6211168;;info@cortedellecicale.it;www.cortedellecicale.it;garda;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;No;;72740;42509;4 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;DAL FERARET;Via Marconi;46;;37011;347/7562775;;frida.cora@yahoo.it;;garda;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;49631;42654;
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;LADI\'S B&B;Via S. Colombano;28/30;;37011;045/7210949;;larrygrowcock@yahoo.com;www.ladis-bb.com;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;No;tv satellitare in camera;809;42865;3 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;LUCY;Via Marconi;42763;;37011;045/9232102   348/5925962;045/9232102;luciatortella@gmail.com;www.bed-and-breakfast.it;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;balcone a vista;49570;42688;2 Leoni
BARDOLINO;VERONA;;BED AND BREAKFAST;;;;NONNA GINA;Via Pietro Sgulmero;11  - San Zeno;;37011;328-6489889;;info@nonnagina.it;www.nonnagina.it;garda;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;Si;No;Si;No;Si;No;No;;50587;42464;2 Leoni
BARDOLINO;VERONA;;CAMPEGGIO;Campeggio;;2 **;CAMPEGGIO COMUNALE SAN NICOLO\';Viale Dante Alighieri;43;;37011;0457210051;0457210051;campeggiosannicolo@bardolinotop.it;;garda;Si;No;No;No;Si;No;No;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;WI -FI;2589;42823;2 **
BARDOLINO;VERONA;;CAMPEGGIO;Campeggio;;3 ***;CAMPEGGIO EUROPA;Via Santa Cristina;12;;37011;0457211089;0457210073;camping.europa@campingarda.it;www.campingarda.it;garda;Si;No;No;Si;Si;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2592;42795;3 ***
BARDOLINO;VERONA;;CAMPEGGIO;Campeggio;;3 ***;CAMPING CONTINENTAL;Gardesana dell\'Acqua;15;;37011;0457210192;0457211756;camping.continental@campingarda.it;www.campingarda.it;garda;Si;No;No;Si;Si;No;No;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2591;42836;3 ***
BARDOLINO;VERONA;;CAMPEGGIO;Campeggio;;3 ***;CAMPING SERENELLA;Gardesana Localit  Mezzariva;19;;37011;0457211333;0457211552;serenella@camping-serenella.it;www.camping-serenella.it;garda;Si;Si;No;Si;Si;No;No;Si;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;2594;42698;3 ***
BARDOLINO;VERONA;;CAMPEGGIO;Campeggio;;3 ***;LA ROCCA CAMPING VILLAGE;Loc. San Pietro;;;37011;0457211111;0457211300;info@campinglarocca.com;www.campinglarocca.com;garda;Si;Si;No;Si;Si;No;No;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;INFERMERIA;2593;42747;3 ***
BARDOLINO;VERONA;;RESIDENCE;;1;;CORTE SAN LUCA;piazzetta san giovanni;15;;37011;345 8212906 - 045 6210612;0383 83807;contact@cortesanluca.com;www.cortesanluca.com;garda;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;49738;42747;3 Leoni
BARDOLINO;VERONA;;RESIDENCE;;2;;VILLA PACINOTTI;VIA PACINOTTI,;3;;37011;045/6210882;045/6210996;info@hotelgardenia.it;www.hotelgardenia.it;garda;No;Si;No;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;No;Si;Si;No;Si;Si;Si;No;No;;64640;42831;3 Leoni
